FileType	fastq	Read submission file type									
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5
SE104	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time120	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE104_R1.fastq.gz	bf0f131444cf1eeefaa60dfdcfff35aa	bac2_true_SE104_R2.fastq.gz	5079214059efa20853696e0b5075657d
SE105	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time120	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE105_R1.fastq.gz	c69cea3283da99e317de7a5d210c8311	bac2_true_SE105_R2.fastq.gz	e1de03d826ca4061ce02600ac3d604f7
SE106	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time240	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE106_R1.fastq.gz	f5c26f448919126b09313df75a50ac22	bac2_true_SE106_R2.fastq.gz	bbf2e9672eca203ed44470a3d1c47b89
SE107	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time240	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE107_R1.fastq.gz	a77b8b4e798dc6ef48c7f3339f389f6f	bac2_true_SE107_R2.fastq.gz	6e37c27833950e0033ee6dce20041891
SE108	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time240	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE108_R1.fastq.gz	a6c439a376609ce9189ea89a70991358	bac2_true_SE108_R2.fastq.gz	dbe7cb37c11eef333ab05f400a801469
SE110	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time480	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE110_R1.fastq.gz	b0b582fa81bd313187e68b62d926e5b5	bac2_true_SE110_R2.fastq.gz	f1dc97f70d4168d4ec97b9ccdde80a8b
SE111	PRJEB56039	Illumina MiSeq	bac2_true_open_temp20_time480	METAGENOMIC	PCR	AMPLICON	PAIRED	bac2_true_SE111_R1.fastq.gz	c75fffdc933d7bf1cf66ce818d525424	bac2_true_SE111_R2.fastq.gz	4700e4bdbe38b842ba32dd4945ba5d2f
SE008b	PRJEB56039	Illumina MiSeq	bac3_reverse_closed_temp0_time7_new	METAGENOMIC	PCR	AMPLICON	PAIRED	bac3_reverse_SE008b_R1.fastq.gz	f048ff8355b7a091572184ab65d4c65e	bac3_reverse_SE008b_R2.fastq.gz	ce8d63d8f8055c827d3cd12b4678929b
SE008c	PRJEB56039	Illumina MiSeq	bac3_reverse_closed_temp0_time7_rerun	METAGENOMIC	PCR	AMPLICON	PAIRED	bac3_reverse_SE008c_R1.fastq.gz	57258ad12ff91a0c60d033410eef83bf	bac3_reverse_SE008c_R2.fastq.gz	49f4fb0fe5735aa15e56ad4ce7f6bc7d
SE008b	PRJEB56039	Illumina MiSeq	bac3_true_closed_temp0_time7_new	METAGENOMIC	PCR	AMPLICON	PAIRED	bac3_true_SE008b_R1.fastq.gz	380543b78cbbfa533e6a2cc5b1faa1dd	bac3_true_SE008b_R2.fastq.gz	57d7ac3a14fa012cab6cb42253ca80cb
SE008c	PRJEB56039	Illumina MiSeq	bac3_true_closed_temp0_time7_rerun	METAGENOMIC	PCR	AMPLICON	PAIRED	bac3_true_SE008c_R1.fastq.gz	ce618191a6e1abfcf973f6758422eab8	bac3_true_SE008c_R2.fastq.gz	94d184f302e904bd7a6c21f6ebe0661d
SE001	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE001_R1.fastq.gz	3afb291326f817268a11e8049963275e	euk1_reverse_SE001_R2.fastq.gz	f8e913ce3877bf7871368dba418cbf85
SE002	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE002_R1.fastq.gz	0529acf3d405473a69295575ae38f8d6	euk1_reverse_SE002_R2.fastq.gz	ee7dd406246b7a357967d249a8d3a241
SE003	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE003_R1.fastq.gz	004e965129256b3faefe6e029390b128	euk1_reverse_SE003_R2.fastq.gz	1e54ee122dae853833b4d09722257e38
SE004	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE004_R1.fastq.gz	b60df5c269b0c4adfabcca6b6c5a90b4	euk1_reverse_SE004_R2.fastq.gz	14c69238ae036deb81b9c2be9a7bc155
SE005	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE005_R1.fastq.gz	873678d7366d35066fc19aa063fbab9d	euk1_reverse_SE005_R2.fastq.gz	d0c5b2dbb93360cc3b43b085142c6323
SE006	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE006_R1.fastq.gz	7c96c152ff41640492a98d38fa9083e6	euk1_reverse_SE006_R2.fastq.gz	b72388e835fe6fc4ea099feda8a67ef3
SE007	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE007_R1.fastq.gz	fd18dd774dc60944eaa0d518134c99bd	euk1_reverse_SE007_R2.fastq.gz	1611e80174f71513399169b0fa46a376
SE008	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE008_R1.fastq.gz	ffbbf3ce1ea3f91d06b38d6aba5f5ffb	euk1_reverse_SE008_R2.fastq.gz	eab9fa1a333dd946eae28ca0e8dee4c3
SE009	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE009_R1.fastq.gz	54b092d1052f7e8f72aa74c6ff1fc782	euk1_reverse_SE009_R2.fastq.gz	65d8975841ec54149f21de9bcd988ea5
SE010	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE010_R1.fastq.gz	1c5dfb1ddf8d0d8da1ade6e48688a428	euk1_reverse_SE010_R2.fastq.gz	43c3b83467c31d1dc88e7cbed9f323d0
SE011	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE011_R1.fastq.gz	dabaa90e943da739bad9ac6105fb7ea1	euk1_reverse_SE011_R2.fastq.gz	91b443449db3494bf999c84d85b318b4
SE012	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE012_R1.fastq.gz	1f204065112044e7863f40feead551e5	euk1_reverse_SE012_R2.fastq.gz	06d63246235d9b6dd5e4fecd595a9545
SE013	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE013_R1.fastq.gz	5a306c18823ef3aad3a6729224c4e2a8	euk1_reverse_SE013_R2.fastq.gz	e27845c6368621cf26c66c05ffca9438
SE014	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE014_R1.fastq.gz	4166bd54b4fb43ee5c14ab015a589b78	euk1_reverse_SE014_R2.fastq.gz	2fa4b7f36d947fc9f5b53a7997e41b85
SE015	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE015_R1.fastq.gz	af789bf54be2359c8bcec0c615f4400a	euk1_reverse_SE015_R2.fastq.gz	266b90ef284b8131edfa75d96f65ce19
SE016	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE016_R1.fastq.gz	10f68b548daa3cfd88ccbf42bfeb6cc1	euk1_reverse_SE016_R2.fastq.gz	878fe4a643f8a2fc13e0c867fb094b1e
SE017	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE017_R1.fastq.gz	d0baf735e7cf7189e0e694c8a01a1547	euk1_reverse_SE017_R2.fastq.gz	88e1f7a8173de0183eace2c53e4cb0fe
SE018	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE018_R1.fastq.gz	c022e1d772f8f396e0bcc3e2c637c99f	euk1_reverse_SE018_R2.fastq.gz	3f8068fb5842d678756197eacbc35fe3
SE019	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE019_R1.fastq.gz	6d4591d9ca6f1563501300b6ccab5c0a	euk1_reverse_SE019_R2.fastq.gz	85aa6774a56f4e7d0f2586c4db555b23
SE020	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE020_R1.fastq.gz	5987c75641cf62c57e36d342e595f380	euk1_reverse_SE020_R2.fastq.gz	c7746dc276e06f6e423556a94e6ebedc
SE021	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE021_R1.fastq.gz	5ac637fd675dfc612d10a8312426252b	euk1_reverse_SE021_R2.fastq.gz	f65e5234ed7c4f27e7714ca2342fb8ee
SE022	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE022_R1.fastq.gz	a72af4049fb9222b092541387066df48	euk1_reverse_SE022_R2.fastq.gz	885d5c62ba07b8ee37eec5fd58d622e4
SE023	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE023_R1.fastq.gz	99369c81bad1f81ab363ad03b249594d	euk1_reverse_SE023_R2.fastq.gz	2dda285f15d63fbc572e6b8b0902ec81
SE024	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE024_R1.fastq.gz	897f8fae0066172d1130c0bf8d5cc3c4	euk1_reverse_SE024_R2.fastq.gz	9d56664bae35fdb05ce89d32aec4cab4
SE025	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE025_R1.fastq.gz	dc141cc54db2b8b09189597837590abd	euk1_reverse_SE025_R2.fastq.gz	7d32d523fed9dbf8d0b5877465723487
SE026	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE026_R1.fastq.gz	a7f2e8ef99987bd041eb3eb774fe57f2	euk1_reverse_SE026_R2.fastq.gz	39d2f9530b489aac3597d1cbc1e4eaf8
SE027	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE027_R1.fastq.gz	4486ce66903199236004d1eba618f792	euk1_reverse_SE027_R2.fastq.gz	ab67385a08425c5a943136c13905c4fb
SE028	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE028_R1.fastq.gz	19a9b9f70d805cbf9e5e45f573b52cac	euk1_reverse_SE028_R2.fastq.gz	a2350fb2c4d74c7729d568e4b1a4d607
SE029	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE029_R1.fastq.gz	d2fd856db3e3c25afe672c914defb934	euk1_reverse_SE029_R2.fastq.gz	ff78d5841a9de24cd70ee36039ff38fb
SE030	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE030_R1.fastq.gz	7573eff82166545292deb29685931986	euk1_reverse_SE030_R2.fastq.gz	84cbb821a53744ff458bcf444cf9992d
SE031	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE031_R1.fastq.gz	134bafe776265e3487cf63f07f2044ff	euk1_reverse_SE031_R2.fastq.gz	42ea125618c2e321703958d99d18bb12
SE032	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE032_R1.fastq.gz	9ae97809b3709f128201d20819890d3a	euk1_reverse_SE032_R2.fastq.gz	434bfce98ddb62070c88a1e8805936b7
SE033	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE033_R1.fastq.gz	379e7cb734414c58bf4d87a48e57c3e1	euk1_reverse_SE033_R2.fastq.gz	b5ee5dd3a3f3f124f1b0cceb30991849
SE034	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE034_R1.fastq.gz	2781aa6f982ed86a5c0692eda23093b3	euk1_reverse_SE034_R2.fastq.gz	0c55de8998522b164f992d1e6e364995
SE035	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE035_R1.fastq.gz	206ac77ec88a5bad0563dedec9684a41	euk1_reverse_SE035_R2.fastq.gz	1fc6cf2354c6e04e1887e66dcfa7ba8c
SE036	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE036_R1.fastq.gz	d201dcf19a1a510157b95091aa63b97f	euk1_reverse_SE036_R2.fastq.gz	45b1000199e5007d9769b60398ed7354
SE037	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE037_R1.fastq.gz	5c87bfd9518b3d86a5e5ed1915ffa8a4	euk1_reverse_SE037_R2.fastq.gz	9e692d9ed262d60168f497e1a906b52a
SE037a	PRJEB56039	Illumina MiSeq	euk1_reverse_NA	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE037a_R1.fastq.gz	ecfb42bfe9344724b3aec56e9e63486e	euk1_reverse_SE037a_R2.fastq.gz	49bb58305e8a893278a67479100a76aa
SE038	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE038_R1.fastq.gz	052b0f84f788ac7563afdd1a2a7d43d0	euk1_reverse_SE038_R2.fastq.gz	449af8e57c4ae71065b8920cc9cabc58
SE039	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE039_R1.fastq.gz	e3e78c125b33809d159327c31d369981	euk1_reverse_SE039_R2.fastq.gz	8e48ad9e5ddc3784d360d3f1787e29fa
SE040	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE040_R1.fastq.gz	5f311b6eb0bfd425caddb408ae3c8ecc	euk1_reverse_SE040_R2.fastq.gz	bbb862d1745311171eb004e671f27bed
SE041	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE041_R1.fastq.gz	2ad394685118c1e8edc3e6912f6549ad	euk1_reverse_SE041_R2.fastq.gz	749dd7dee33bef032db25aec6f079f48
SE042	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE042_R1.fastq.gz	0fb90ef977a7923c7eab73a87eed4b01	euk1_reverse_SE042_R2.fastq.gz	00b4bf5ae4626a4a5208e95b52a57d59
SE043	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE043_R1.fastq.gz	4b2cc4d03fa93f5073abfe52071ece37	euk1_reverse_SE043_R2.fastq.gz	1f9e85d4d5f7373f86286b6138676fad
SE044	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE044_R1.fastq.gz	44d1bbbc911ba259fb90738d5c47b6fc	euk1_reverse_SE044_R2.fastq.gz	5cfa37ea5afd090f08c2b302116e6abf
SE045	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE045_R1.fastq.gz	99bc4dd26ed3fc9f4a8bd1f682eeff99	euk1_reverse_SE045_R2.fastq.gz	1249fd993820ace3f4aa53adec96e0d0
SE046	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE046_R1.fastq.gz	7732b63a9fdc5c2d6afff429c5bcd8da	euk1_reverse_SE046_R2.fastq.gz	7ec159b568952c7ed76a70229bb0224d
SE047	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE047_R1.fastq.gz	1247cb2c8a57736a72cf7fc9abd37bc3	euk1_reverse_SE047_R2.fastq.gz	d56b7c70eaaeae96fdc9bc740e60958a
SE048	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE048_R1.fastq.gz	256cc4f25d2c1501cff5720bb9c65917	euk1_reverse_SE048_R2.fastq.gz	59265901d9052fa422eb28e8f32d0e9c
SE049	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE049_R1.fastq.gz	184893787a00aff271df5bd1af792223	euk1_reverse_SE049_R2.fastq.gz	20779c158dd5ff099d49a385320ee757
SE050	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE050_R1.fastq.gz	d159bf5748e82908686ebe7789fe3c54	euk1_reverse_SE050_R2.fastq.gz	be19f08096851e9f7c117d9079e8fc58
SE051	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE051_R1.fastq.gz	a3fdf5bfa725cc3862f886214070d61a	euk1_reverse_SE051_R2.fastq.gz	91d5cb24afc1e72306bd55dfe348cd38
SE052	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE052_R1.fastq.gz	518a4e4c488fd7070dd2741473c12f6c	euk1_reverse_SE052_R2.fastq.gz	ad2ae11ce259225674bb418dec31985a
SE053	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE053_R1.fastq.gz	f6a188cc56cbf0d86d349cf8afefde72	euk1_reverse_SE053_R2.fastq.gz	293d0179134a114a1a83675b8e70547c
SE054	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE054_R1.fastq.gz	0ca4203690ebc81ebf768417e608557e	euk1_reverse_SE054_R2.fastq.gz	bf58f80ab3d20e45ace5376db9e00bf5
SE055	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE055_R1.fastq.gz	bef2304e23fc4d229a98e5834f57b81d	euk1_reverse_SE055_R2.fastq.gz	187cb4f1c71b2534a12595935d3ffd4e
SE056	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE056_R1.fastq.gz	409f86e53ef7967e84d7eaf04c7cc9fd	euk1_reverse_SE056_R2.fastq.gz	3727401334b49e5c870aad0295c2189c
SE057	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE057_R1.fastq.gz	f6e0e419b8367043452d0b61892f9953	euk1_reverse_SE057_R2.fastq.gz	bd0eb938924bcd5a2f1be368d27e0706
SE058	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE058_R1.fastq.gz	11a31a8ceda2b5a17b05b3f7f7cf4eb4	euk1_reverse_SE058_R2.fastq.gz	0bd984be3ad4277b2326b6efa30d13e9
SE059	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE059_R1.fastq.gz	c94da866fc3d1c3fd58aed20c134e3da	euk1_reverse_SE059_R2.fastq.gz	bffec29ddbdfdc67070fcff50c3bd124
SE060	PRJEB56039	Illumina MiSeq	euk1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE060_R1.fastq.gz	fb6021f72f4c0782e8edd53d5229b329	euk1_reverse_SE060_R2.fastq.gz	662f750969588c4dbe2d988df1a9ac71
SE061	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE061_R1.fastq.gz	a0a1d43db4491bf905c6a5f416919c22	euk1_reverse_SE061_R2.fastq.gz	594e08cb7cb16a1c6a86aefc48c9889e
SE062	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE062_R1.fastq.gz	0d85f80596fdf644d3da6f8fd93a6e1f	euk1_reverse_SE062_R2.fastq.gz	5a10fbf0da1016cd784a4bc3e561917f
SE063	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE063_R1.fastq.gz	0d0af76695c6ab28de888d22c9c86d79	euk1_reverse_SE063_R2.fastq.gz	bf38f33d9e29a21fd6a3cf57f4e9668b
SE064	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE064_R1.fastq.gz	3357b9a6d0ba0a6d5ae5a999bb7bbfa8	euk1_reverse_SE064_R2.fastq.gz	2536208a78b38beaa1fba98f27d5d246
SE065	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE065_R1.fastq.gz	a9032881da90cc941faeae091e49e515	euk1_reverse_SE065_R2.fastq.gz	c6098b8143abe64ecf0dffd29ec5eb68
SE066	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE066_R1.fastq.gz	ea459ae114da66a973128c1a2002fe78	euk1_reverse_SE066_R2.fastq.gz	38f7bad96ef48d238d7b8d21f6e4913f
SE067	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE067_R1.fastq.gz	163f0c9e003302a285b9e4b13cfb6f4e	euk1_reverse_SE067_R2.fastq.gz	41ea5e8b54ea0501ac70ac340af3cb8b
SE068	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE068_R1.fastq.gz	77f0f7328771a596b432ac3cbcf3ab78	euk1_reverse_SE068_R2.fastq.gz	3fe02e98901c16f93fd6bfb585654506
SE069	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE069_R1.fastq.gz	f617893858fd1ba0e22d077843d38a6e	euk1_reverse_SE069_R2.fastq.gz	5f5b417b980e03bbfcc2881995d81e0f
SE070	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE070_R1.fastq.gz	c39c5ddd46ed61539623030b5da40654	euk1_reverse_SE070_R2.fastq.gz	b9f99983ec68f3d9c1f440b23347616f
SE071	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE071_R1.fastq.gz	7e826f422abf955b6265bb505090b6ea	euk1_reverse_SE071_R2.fastq.gz	490ee53cf6b4fda3edd580d811bef4c5
SE072	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE072_R1.fastq.gz	8280ba4281d1f6d51110ae520c31f836	euk1_reverse_SE072_R2.fastq.gz	1b0cb11f3a5ef87901651ee1f9430cab
SE073	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE073_R1.fastq.gz	ff75f33f00a20c84fd7bb6bd28d06ab2	euk1_reverse_SE073_R2.fastq.gz	1be086f3608349d3415b05efb00eecdc
SE074	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE074_R1.fastq.gz	3eb69fd969d1ec5e15978d9313c1c9a8	euk1_reverse_SE074_R2.fastq.gz	4f1563a7d5da086b2a03906c0b51dfaf
SE075	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE075_R1.fastq.gz	29d1793955ebd1d50b9bef76ddd8656f	euk1_reverse_SE075_R2.fastq.gz	29b212e61cb3a66ec2fdd6a077b4527d
SE076	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE076_R1.fastq.gz	b646d1d02f4aae5842b62caaf5e8d574	euk1_reverse_SE076_R2.fastq.gz	48b2be7ea0d39992ea0e3bf74864b5d1
SE077	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE077_R1.fastq.gz	2dca1e74ec294e9c029526d19d640ff3	euk1_reverse_SE077_R2.fastq.gz	54d1edcceb7ad8574ca9cff31b52aeda
SE078	PRJEB56039	Illumina MiSeq	euk1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	euk1_reverse_SE078_R1.fastq.gz	114367bc8208d6ae30457d4ffa1e2493	euk1_reverse_SE078_R2.fastq.gz	96f7b81540ade4968a4a552ceca4a8e4
